"",BatterTeam,RoadTeam,HomeTeam,SP,p_throws,Pitches,AB,PA,Outs,Hits,HR,BB,K,xBA,xwOBA,wOBA,RunExp,RA,FIP,xFIP,K%,BB%,K-BB%,Pitches5,Outs5,Outs10,xBA5,xBA10,xwOBA5,xwOBA10,wOBA5,wOBA10,RA5,RA10,FIP5,FIP10,xFIP5,xFIP10,K%5,K%10,BB%5,BB%10,K-BB%5,K-BB%10,Ball%5,Strike%5,CS%5,CS%10,Whiff%5,Whiff%10,CSW%5,CSW%10,bxBA5,bxBA10,bxwOBA5,bxwOBA10,bwOBA5,bwOBA10,bRS5,bRS10,bFIP5,bFIP10,bxFIP5,bxFIP10,bK%5,bK%10,bBB%5,bBB%10,bK-BB%5,bK-BB%10,bBall%5,bStrike%5,bCS%5,bCS%10,bWhiff%5,bWhiff%10,bCSW%5,bCSW%10
5815,NYM,NYM,CIN,Hunter Greene,R,88,21,18,13,6,1,2,4,0.302762,0.321619,0.392857,0.002757,2,5.675462,3.578070,19.05,9.52,9.53,68.4,11.4,12.900,0.243245,0.219319,0.285967,0.272851,0.316391,0.313679,3.634005,3.218101,3.260771,3.085447,3.199676,2.865665,26.040,30.570000,4.242,7.288000,21.798,23.282000,34.482,48.746,12.660,13.602000,16.172,15.444000,28.830,29.045000,0.185389,0.189563,0.252196,0.272444,0.207633,0.259603,1.189565,2.162964,2.893662,3.459170,3.860065,3.794405,17.036,19.388,9.418,10.286,7.618,9.102,41.188,35.412,13.234,15.312,9.278,11.576,22.516,26.890
5816,NYY,OAK,NYY,Kyle Muller,L,62,16,11,7,5,1,3,5,0.303687,0.389562,0.568750,0.133286,5,9.565571,5.111658,31.25,18.75,12.50,75.2,10.6,12.000,0.315816,0.279337,0.369706,0.327786,0.473413,0.398957,10.566234,7.626331,7.763623,6.173031,5.328049,4.429970,15.414,17.614000,13.670,10.978000,1.744,6.636000,41.146,40.266,16.334,15.269000,10.534,10.073000,26.868,25.344000,0.166950,0.209265,0.242559,0.305997,0.208976,0.315108,1.260000,5.050405,2.328074,5.081450,3.063117,3.778440,24.634,21.218,9.182,7.710,15.452,13.508,32.928,49.142,16.860,17.326,16.320,13.468,33.178,30.792
5817,OAK,OAK,NYY,Jhony Brito,R,46,13,13,8,5,2,0,2,0.377308,0.474692,0.569231,0.045103,2,11.387000,4.081564,15.38,0.00,15.38,64.0,10.8,9.875,0.230427,0.249461,0.287481,0.314864,0.345707,0.381512,5.175000,15.328125,6.562000,8.138420,5.058117,5.623999,16.610,15.008750,10.338,9.766250,6.272,5.242500,33.282,48.130,17.792,16.237500,9.386,10.155000,27.178,26.391250,0.239618,0.218693,0.312305,0.287408,0.315812,0.287569,4.200000,3.654457,3.773000,3.424970,3.069256,3.327269,21.848,21.363,7.612,7.018,14.236,14.345,35.074,44.612,21.912,18.172,12.098,11.865,34.014,30.039
5818,PHI,TOR,PHI,Kevin Gausman,R,99,21,21,18,3,0,0,9,0.130571,0.133048,0.145238,-0.036329,0,0.137000,0.571589,42.86,0.00,42.86,85.8,14.8,14.200,0.206883,0.203643,0.230097,0.222837,0.274608,0.285881,4.328571,4.000602,1.145535,1.448141,1.496540,1.690791,34.904,33.700000,2.532,3.472000,32.372,30.228000,33.546,51.900,14.976,16.559000,15.380,14.870000,30.358,31.430000,0.249193,0.195959,0.341059,0.288260,0.430261,0.330663,8.798182,5.964054,5.299395,4.502754,3.953879,3.727473,19.894,21.349,8.350,9.364,11.544,11.985,37.146,43.798,19.332,20.106,8.896,7.464,28.228,27.571
5819,PIT,COL,PIT,Antonio Senzatela,R,44,10,9,6,3,1,1,1,0.376000,0.529300,0.485000,0.007630,2,10.137000,4.940767,10.00,10.00,0.00,63.6,12.6,13.600,0.289155,0.267159,0.337753,0.333857,0.384068,0.406005,7.949670,7.331306,4.803886,5.190149,3.268680,3.473318,12.468,15.128000,4.400,5.883000,8.068,9.245000,38.554,37.320,13.654,14.855000,7.490,8.978000,21.144,23.834000,0.209623,0.256826,0.257769,0.346020,0.257166,0.382770,1.776623,5.523312,3.531805,7.001903,3.509538,4.213950,21.282,16.169,7.244,7.728,14.038,8.441,35.548,48.022,11.280,14.883,12.228,10.574,23.508,25.457
5820,SD,SD,MIN,Pablo Lopez,R,92,21,16,16,2,1,4,7,0.124333,0.175667,0.304762,-0.023089,1,5.762000,4.302326,33.33,19.05,14.28,80.4,14.4,15.500,0.220516,0.179496,0.267658,0.215741,0.377231,0.300210,4.870956,3.371875,4.106976,3.475665,2.951362,2.772298,28.624,29.289000,7.690,7.836000,20.934,21.453000,31.700,51.798,14.170,15.108000,14.054,14.739000,28.226,29.848000,0.220007,0.205744,0.295829,0.287685,0.336425,0.315000,7.360245,6.717214,5.579606,4.992667,3.743130,3.866453,21.814,21.585,6.400,7.182,15.414,14.403,38.074,44.952,14.890,15.815,13.416,12.799,28.306,28.615
5821,SEA,TEX,SEA,Dane Dunning,R,71,23,22,17,6,0,1,5,0.322478,0.343783,0.265217,-0.014375,2,1.901706,2.591936,21.74,4.35,17.39,81.0,15.4,15.000,0.250659,0.239004,0.329704,0.334663,0.294919,0.343120,3.910651,5.263403,4.058870,4.733191,2.601293,3.488981,25.858,21.519000,6.254,8.260000,19.604,13.259000,35.700,46.678,18.156,17.974000,12.814,11.113000,30.970,29.087000,0.157273,0.198345,0.291561,0.322163,0.283983,0.324446,4.710000,5.835504,3.743667,5.077763,4.209933,3.793376,27.358,25.532,12.862,10.943,14.496,14.589,37.386,47.154,16.592,15.777,14.538,14.258,31.134,30.037
5822,SF,WSH,SF,Josiah Gray,R,68,20,15,14,2,0,4,2,0.168200,0.168100,0.247500,-0.084603,1,4.851286,5.689422,10.00,20.00,-10.00,75.0,13.0,14.500,0.175618,0.187232,0.186351,0.223740,0.270441,0.290636,2.331099,3.095069,2.835819,4.129005,3.791724,3.983299,23.324,19.492000,12.832,10.123000,10.492,9.369000,37.756,46.444,16.160,15.957000,12.106,11.314000,28.266,27.273000,0.164510,0.181693,0.261304,0.288621,0.275616,0.272915,3.899590,3.235509,4.233377,4.225665,4.070915,4.378954,25.524,21.953,8.830,8.081,16.694,13.872,36.918,46.880,17.458,18.597,9.940,10.272,27.400,28.872
5823,STL,STL,CHC,Justin Steele,L,91,27,23,18,7,0,3,3,0.275926,0.267444,0.344444,-0.048627,3,3.637000,4.288884,11.11,11.11,0.00,80.4,16.6,16.800,0.202344,0.188364,0.199624,0.217117,0.252865,0.241352,2.597143,1.931532,3.020095,3.245978,3.698209,3.255919,14.114,22.510000,7.298,8.615000,6.816,13.895000,33.232,46.502,15.966,15.581000,9.392,12.491000,25.360,28.073000,0.205637,0.196719,0.260885,0.285757,0.224033,0.242369,2.700000,2.193750,3.773364,4.323932,3.149295,4.134832,18.460,14.335,5.214,10.245,13.246,4.090,35.506,45.180,18.574,17.845,13.940,11.439,32.516,29.286
5824,TB,TB,BAL,Dean Kremer,R,95,23,21,18,4,0,2,4,0.250696,0.302348,0.217391,-0.014470,0,2.803667,4.324729,17.39,8.70,8.69,78.4,14.8,15.000,0.264913,0.257206,0.329151,0.345282,0.308893,0.359988,3.741136,5.974140,5.276697,6.599522,4.269873,4.438371,15.208,15.428000,4.670,7.555000,10.538,7.873000,36.960,42.718,16.390,15.786000,10.688,10.083000,27.082,25.872000,0.238570,0.253040,0.324300,0.363840,0.367806,0.378873,4.550000,6.470227,4.303667,5.053212,3.898091,3.994819,17.948,18.866,8.622,10.507,9.326,8.359,37.892,43.522,15.316,16.662,10.334,10.911,25.648,27.574
5825,TEX,TEX,SEA,Luis Castillo,R,79,20,20,13,7,1,0,7,0.262000,0.320150,0.405000,0.039740,3,2.906231,1.109708,35.00,0.00,35.00,83.2,14.8,15.800,0.232999,0.216206,0.271093,0.256477,0.302425,0.253576,4.393885,3.359442,2.910342,2.639357,2.090215,2.364052,28.858,28.799000,4.514,5.755000,24.344,23.044000,31.162,51.810,14.582,15.389000,16.336,16.107000,30.920,31.496000,0.177296,0.187385,0.262617,0.246603,0.305771,0.238714,10.554545,6.386201,3.073364,2.148753,3.286707,2.571123,44.650,40.149,11.730,7.724,32.920,32.425,38.734,50.474,24.668,20.750,13.452,13.774,38.122,34.526
5826,TOR,TOR,PHI,Zack Wheeler,R,107,25,24,21,3,1,1,7,0.205920,0.227600,0.194000,-0.039271,1,3.422714,2.124329,28.00,4.00,24.00,91.0,16.0,14.600,0.213787,0.212841,0.230631,0.228659,0.236110,0.246829,3.488571,3.274286,2.460361,2.568681,2.944526,2.408290,28.600,28.527000,7.252,6.015000,21.348,22.512000,34.994,50.248,14.858,17.309000,14.102,11.902000,28.960,29.212000,0.186042,0.207165,0.255309,0.307091,0.258491,0.286636,4.192582,3.747212,4.113587,4.167633,3.287529,3.618425,21.126,22.733,6.298,10.352,14.828,12.381,33.780,46.574,16.258,15.214,13.400,12.459,29.656,27.673
5827,WSH,WSH,SF,Sean Manaea,L,48,11,10,6,3,1,1,4,0.210364,0.323455,0.554545,0.074789,6,7.137000,2.592651,36.36,9.09,27.27,72.6,9.0,11.600,0.252237,0.232184,0.308147,0.302691,0.484224,0.412617,13.961688,9.907496,7.349662,6.843856,4.504025,4.036470,23.808,23.392000,13.752,9.978000,10.056,13.414000,36.982,50.170,16.048,15.682000,10.198,11.628000,26.248,27.310000,0.196134,0.199002,0.335974,0.312956,0.384334,0.329295,7.650000,5.107105,5.801286,5.080371,3.966805,3.211580,25.466,27.042,10.194,8.774,15.272,18.268,33.526,48.548,17.604,16.167,16.858,16.281,34.460,32.449
5828,AZ,SF,AZ,Alex Cobb,R,75,22,20,17,5,0,2,2,0.243136,0.235091,0.284091,-0.029132,0,3.489941,3.950094,9.09,9.09,0.00,88.0,17.4,15.500,0.215560,0.229312,0.228505,0.251009,0.263141,0.298314,1.440000,2.590514,2.397891,2.336142,2.572816,2.321796,22.976,24.238000,4.410,4.003000,18.566,20.235000,37.696,43.668,17.500,19.289000,9.778,10.749000,27.280,30.037000,0.170223,0.177760,0.264406,0.263087,0.362792,0.337924,6.914655,5.027001,4.293897,4.013782,2.853982,3.164586,30.724,25.969,10.502,9.792,20.222,16.177,36.566,48.638,13.582,13.124,15.190,14.814,28.772,27.938
5829,CIN,NYM,CIN,Kodai Senga,R,62,14,14,8,7,0,0,4,0.286643,0.290071,0.500000,0.105331,4,0.137000,1.603738,28.57,0.00,28.57,70.6,11.8,13.000,0.221334,0.210564,0.236284,0.228452,0.357328,0.328580,5.931818,4.719156,4.177909,4.014435,3.727011,3.483840,23.898,25.760000,13.832,13.870000,10.066,11.890000,42.162,41.436,17.952,18.621429,10.106,10.712857,28.058,29.332857,0.239532,0.235050,0.310646,0.313553,0.287668,0.291360,2.817063,3.494404,4.279598,3.966010,3.369212,3.063960,17.936,22.967,4.546,6.183,13.390,16.784,33.758,47.036,17.166,18.780,8.022,10.039,25.192,28.821
5830,CWS,CWS,KC,Brady Singer,R,74,22,19,16,5,0,2,3,0.242591,0.262045,0.300000,0.004057,1,3.137000,4.114826,13.64,9.09,4.55,70.4,12.0,13.900,0.230546,0.261362,0.256619,0.322196,0.368350,0.378842,8.197500,7.693747,4.908667,5.284385,3.964427,3.404774,19.054,21.442000,10.014,7.712000,9.040,13.730000,38.922,42.554,19.494,19.815000,9.722,10.481000,29.218,30.296000,0.222123,0.229324,0.302386,0.331292,0.395571,0.374907,6.224211,9.052105,4.898053,5.697526,2.563871,3.544093,26.714,21.584,6.142,9.147,20.572,12.437,37.104,46.782,16.028,18.074,13.346,11.536,29.374,29.610
5831,KC,CWS,KC,Mike Clevinger,R,49,14,12,11,1,0,2,0,0.152929,0.217643,0.164286,-0.059070,0,4.773364,7.617947,0.00,14.29,-14.29,74.8,12.2,12.600,0.212159,0.227361,0.255139,0.273673,0.370926,0.350262,4.680000,4.453636,6.042455,5.372758,4.329445,4.685423,16.856,15.660000,8.628,9.012000,8.228,6.648000,38.136,42.992,13.590,15.932000,9.594,9.184000,23.184,25.116000,0.201841,0.229062,0.277512,0.295322,0.295766,0.309326,3.464011,4.514505,4.382879,4.088273,2.998943,3.619869,23.404,18.060,5.686,5.539,17.718,12.521,33.052,48.620,20.302,17.941,10.058,9.585,30.360,27.527
5832,MIN,SD,MIN,Yu Darvish,R,80,24,22,18,4,1,1,7,0.161917,0.188667,0.268750,0.007994,2,3.970333,3.107434,29.17,4.17,25.00,79.0,16.0,16.100,0.177399,0.172487,0.205010,0.204767,0.242019,0.263275,3.412500,3.218020,3.318667,3.300736,2.052184,2.680978,32.000,28.162000,5.220,6.290000,26.780,21.872000,33.880,50.298,19.186,17.821000,15.676,13.996000,34.862,31.816000,0.226345,0.221642,0.307561,0.286199,0.388097,0.292851,6.597902,3.898951,5.567886,3.680419,3.118635,2.511670,20.448,23.266,5.672,4.969,14.776,18.297,32.896,48.294,15.084,15.659,11.832,13.882,26.920,29.543
5834,NYY,TB,NYY,Drew Rasmussen,R,69,20,19,18,2,0,0,6,0.189950,0.191300,0.090000,-0.048619,0,1.137000,1.354295,30.00,0.00,30.00,70.60,14.00,15.00,0.181251,0.202622,0.182561,0.220669,0.272435,0.255357,3.209790,2.312038,2.750986,2.975066,2.820983,2.823267,24.552,23.764,6.582,5.863,17.970,17.901,32.382,49.600,20.5100,18.5680,11.028,12.171,31.540,30.742,0.178412,0.171366,0.171681,0.215073,0.166883,0.215608,1.575000,7.087500,2.237000,4.449500,3.671144,6.046615,13.160,22.913,0.000,7.000,13.160,15.913,34.408,41.350,23.144,15.944,11.792,19.238,34.934,35.182
5835,OAK,TEX,OAK,Nathan Eovaldi,R,43,12,12,11,1,0,0,4,0.135750,0.164583,0.104167,-0.069194,0,0.955182,1.666328,33.33,0.00,33.33,69.20,15.20,14.20,0.187021,0.217475,0.203920,0.233790,0.221459,0.275452,1.800000,3.768791,1.494922,1.508928,2.227572,2.151480,26.852,25.648,3.072,4.226,23.780,21.422,34.082,46.834,17.6900,17.8940,15.198,13.840,32.888,31.734,0.219667,0.220983,0.316390,0.309905,0.333702,0.335645,6.436032,5.528549,4.789148,4.881145,4.026252,4.204465,14.220,11.824,7.516,8.261,6.704,3.563,38.262,41.494,15.994,16.248,7.266,7.398,23.260,23.647
5836,SD,SD,MIN,Bailey Ober,R,96,24,24,18,6,2,0,6,0.261917,0.372958,0.360417,0.042308,3,5.470333,2.440767,25.00,0.00,25.00,74.20,14.20,15.00,0.211589,0.228635,0.264568,0.299332,0.264548,0.276187,2.746154,3.563077,3.816487,3.058259,3.640216,3.258100,21.864,23.906,7.526,5.808,14.338,18.098,34.460,48.032,14.2460,15.6020,13.686,13.739,27.932,29.342,0.216226,0.228143,0.296773,0.316916,0.286625,0.316370,4.384630,4.891828,2.749346,3.448476,2.723597,3.483750,26.452,21.702,3.064,6.336,23.388,15.366,32.274,48.248,16.002,15.865,15.808,12.826,31.808,28.691
5837,SF,SF,AZ,Tommy Henry,L,82,22,18,19,2,0,1,2,0.194955,0.191773,0.145455,-0.077228,0,3.452789,4.070363,9.09,4.55,4.54,67.60,14.60,14.10,0.184314,0.209339,0.222658,0.292703,0.263917,0.346526,3.078616,5.039912,4.421799,5.764125,4.879083,4.614032,12.320,16.146,7.922,9.403,4.398,6.743,35.330,42.272,12.1920,13.0100,10.776,11.400,22.968,24.409,0.221986,0.228939,0.276819,0.318104,0.296889,0.315672,2.974802,3.634057,2.708719,3.521856,2.960907,3.269386,18.778,20.342,5.274,8.251,13.504,12.091,33.740,45.332,16.588,17.232,10.536,10.657,27.124,27.891
5838,TB,TB,NYY,Domingo German,R,87,23,19,17,3,0,3,3,0.161826,0.163304,0.263043,-0.050766,1,3.666412,4.816795,13.04,13.04,0.00,85.00,17.80,15.40,0.212963,0.204310,0.246192,0.252917,0.285961,0.305442,3.789076,3.681557,4.687904,4.673510,3.697251,3.346893,23.370,26.425,8.512,8.787,14.858,17.638,33.034,48.140,15.4260,16.9320,15.298,15.750,30.726,32.683,0.232612,0.178662,0.287170,0.218601,0.289286,0.257252,1.800000,2.378571,4.212000,1.960214,2.785391,1.387137,25.714,36.914,0.714,1.227,25.000,35.687,26.412,45.660,12.320,14.001,25.948,25.301,38.270,39.304
5839,TEX,TEX,OAK,Luis Medina,R,71,19,19,14,5,1,0,2,0.336368,0.397632,0.350000,0.001646,3,5.065571,3.956129,10.53,0.00,10.53,77.50,14.00,14.00,0.282893,0.282893,0.351191,0.351191,0.429167,0.429167,9.642857,9.642857,6.779857,6.779857,3.998179,3.998179,15.680,15.680,6.250,6.250,9.430,9.430,41.960,36.545,13.5900,13.5900,11.370,11.370,24.960,24.960,0.193212,0.190446,0.263841,0.293043,0.311186,0.317010,4.368462,3.964920,4.228077,4.303713,2.716297,3.193427,26.616,27.074,5.786,10.922,20.830,16.152,28.018,46.542,13.028,14.530,18.350,14.808,31.376,29.337
5840,ATL,ATL,TOR,Chris Bassitt,R,91,28,25,24,2,0,1,8,0.154393,0.156679,0.151786,-0.053386,0,2.262000,2.913884,28.57,3.57,25.00,83.60,15.80,14.80,0.188291,0.240600,0.194209,0.305309,0.250335,0.327443,2.211429,5.600042,3.730291,5.832490,4.080930,4.583953,21.558,17.173,11.020,10.212,10.538,6.961,35.116,48.892,17.6660,16.4930,11.360,9.189,29.028,25.684,0.179472,0.162466,0.256251,0.237723,0.387901,0.303284,14.189565,7.419866,2.126372,2.063482,2.109980,2.266549,28.830,30.104,8.710,8.104,20.120,22.000,27.932,47.892,10.916,13.115,20.432,18.219,31.346,31.334
5842,BAL,PIT,BAL,Johan Oviedo,R,71,19,14,10,4,0,5,2,0.178053,0.186211,0.447368,0.005782,0,6.437000,7.219260,10.53,26.32,-15.79,67.40,10.80,12.50,0.227787,0.227855,0.242629,0.250512,0.409223,0.361658,9.906294,6.862158,4.279517,4.309181,5.515817,4.499930,13.730,15.814,14.854,10.144,-1.124,5.670,39.678,40.548,16.1000,15.7800,10.358,11.585,26.460,27.366,0.285681,0.279209,0.354748,0.362649,0.471382,0.369250,8.625000,6.872024,2.262000,3.408825,3.891709,3.942688,13.504,14.824,3.760,6.709,9.744,8.115,33.088,41.262,9.188,10.344,15.530,11.778,24.718,22.121
5843,BOS,STL,BOS,Adam Wainwright,R,58,15,13,12,3,0,1,1,0.270067,0.263533,0.273333,0.002971,2,3.387000,4.690767,6.67,6.67,0.00,83.00,13.60,15.10,0.292858,0.287155,0.352131,0.344734,0.355247,0.348576,8.254286,6.047143,4.491762,3.794381,5.127891,4.657855,11.170,10.636,7.910,7.050,3.260,3.586,37.914,42.108,17.6660,18.4850,7.100,5.981,24.764,24.464,0.208222,0.245188,0.281215,0.300865,0.290277,0.346952,3.526364,6.694958,2.738352,3.411564,2.859666,2.857965,22.314,20.753,9.162,6.549,13.152,14.204,36.650,45.006,16.536,18.763,9.344,9.488,25.878,28.248
5844,CHC,CHC,MIN,Sonny Gray,R,75,16,13,12,3,0,1,7,0.272500,0.273000,0.234375,0.002746,1,0.387000,0.387000,43.75,6.25,37.50,81.40,14.00,14.00,0.187950,0.204002,0.194105,0.235243,0.252915,0.282719,2.415699,3.157850,1.181681,2.485806,1.495609,2.453028,34.100,28.752,6.408,7.824,27.692,20.928,36.408,49.860,18.2840,18.9850,14.574,12.356,32.858,31.339,0.232778,0.210459,0.330619,0.303733,0.328613,0.298761,3.832941,2.377925,5.651118,4.161377,3.741978,3.353837,21.004,24.475,6.748,10.088,14.256,14.387,33.124,44.700,13.336,12.665,15.020,13.961,28.356,26.628
5845,CIN,CIN,MIA,Eury Perez,R,73,16,15,12,3,2,1,7,0.228938,0.347625,0.371875,0.034834,2,6.887000,1.690767,43.75,6.25,37.50,73.00,12.00,12.00,0.228938,0.228938,0.347625,0.347625,0.371875,0.371875,4.500000,4.500000,6.887000,6.887000,1.690767,1.690767,43.750,43.750,6.250,6.250,37.500,37.500,30.140,58.900,13.7000,13.7000,20.550,20.550,34.250,34.250,0.213123,0.200139,0.310376,0.276363,0.302753,0.262644,4.285714,3.783723,3.279857,2.979697,3.005492,2.607735,28.540,30.285,6.034,4.794,22.506,25.491,34.050,49.116,16.288,15.108,13.162,17.833,29.450,32.942
5846,CLE,LAA,CLE,Tyler Anderson,L,83,24,17,15,6,0,3,1,0.286167,0.306625,0.370833,-0.040099,3,4.537000,6.101521,4.17,12.50,-8.33,77.00,13.20,14.60,0.256622,0.241303,0.281257,0.274400,0.419490,0.359271,7.295455,5.272013,5.824879,5.012368,5.657199,4.437203,12.602,17.622,13.072,9.382,-0.470,8.240,37.732,40.648,16.5320,15.8840,10.822,11.478,27.358,27.363,0.235781,0.196911,0.228141,0.206354,0.298014,0.246057,0.810000,1.971000,-0.043000,1.055000,0.269904,1.404410,37.020,30.158,0.000,2.222,37.020,27.936,27.910,53.470,19.844,15.385,15.740,16.375,35.586,31.762
5847,COL,PHI,COL,Taijuan Walker,R,66,24,22,17,7,0,0,3,0.287375,0.285458,0.320833,-0.028319,1,2.078176,3.228559,12.50,0.00,12.50,68.00,12.80,12.70,0.285532,0.226008,0.351065,0.273794,0.393305,0.352573,9.864076,6.808401,7.452021,5.334790,2.772471,2.711669,24.626,28.143,5.344,8.405,19.282,19.738,35.050,46.096,17.1700,16.4880,11.514,12.769,28.686,29.258,0.165692,0.220991,0.206589,0.265202,0.233984,0.283910,2.503077,5.077253,1.545991,2.719908,1.718347,2.502189,36.786,28.582,4.134,2.900,32.652,25.682,33.398,51.786,11.946,16.630,20.346,14.999,32.290,31.628
5848,CWS,HOU,CWS,J.P. France,R,94,24,23,20,3,1,1,3,0.212208,0.251750,0.187500,-0.048192,1,4.637000,3.664826,12.50,4.17,8.33,89.00,17.50,17.50,0.211554,0.211554,0.234850,0.234850,0.205000,0.205000,0.675000,0.675000,3.487000,3.487000,3.392043,3.392043,18.750,18.750,4.585,4.585,14.165,14.165,36.135,45.490,17.9750,17.9750,12.525,12.525,30.495,30.495,0.289864,0.273306,0.427973,0.404146,0.418353,0.413704,12.071053,9.223026,7.847526,7.083930,4.698550,4.492553,14.390,15.084,8.114,8.501,6.276,6.583,36.876,42.306,14.420,15.141,7.936,8.094,22.356,23.235
