"",BatterTeam,RoadTeam,HomeTeam,SP,p_throws,Pitches,AB,PA,Outs,Hits,HR,BB,K,xBA,xwOBA,wOBA,RunExp,RA,FIP,xFIP,K%,BB%,K-BB%,Pitches5,Outs5,Outs10,xBA5,xBA10,xwOBA5,xwOBA10,wOBA5,wOBA10,RA5,RA10,FIP5,FIP10,xFIP5,xFIP10,K%5,K%10,BB%5,BB%10,K-BB%5,K-BB%10,Ball%5,Strike%5,CS%5,CS%10,Whiff%5,Whiff%10,CSW%5,CSW%10,bxBA5,bxBA10,bxwOBA5,bxwOBA10,bwOBA5,bwOBA10,bRS5,bRS10,bFIP5,bFIP10,bxFIP5,bxFIP10,bK%5,bK%10,bBB%5,bBB%10,bK-BB%5,bK-BB%10,bBall%5,bStrike%5,bCS%5,bCS%10,bWhiff%5,bWhiff%10,bCSW%5,bCSW%10
1974,PHI,PHI,TEX,Martin Perez,L,98,26,22,18,6,0,3,6,0.286385,0.356394,0.288462,-0.037815,0,2.637000,3.288884,23.08,11.54,11.54,96.0,18.600000,19.800000,0.262413,0.232950,0.317700,0.288736,0.305240,0.278005,3.232500,2.179032,3.130452,2.701579,3.223453,3.148396,20.020000,20.532000,5.070000,5.926000,14.950,14.606,35.122000,43.482000,19.704000,18.345000,7.328000,9.330000,27.032,27.675,0.236073,0.204094,0.305760,0.287729,0.347333,0.327910,4.341176,3.742316,4.803667,4.273652,3.890969,4.038619,18.166,20.131,3.834,5.914,14.332,14.217,29.192,48.996,14.202,14.662,15.574,13.739,29.774,28.399
1975,PIT,CHC,PIT,Matt Swarmer,R,89,19,15,11,5,1,2,5,0.176947,0.269026,0.405263,0.016702,5,5.591545,3.468383,26.32,10.53,15.79,88.6,14.400000,14.400000,0.206920,0.206920,0.349020,0.349020,0.398181,0.398181,7.657861,7.657861,8.418818,8.418818,4.091527,4.091527,22.446000,22.446000,9.758000,9.758000,12.688,12.688,40.714000,42.842000,14.628000,14.628000,14.230000,14.230000,28.854,28.854,0.251116,0.226702,0.353245,0.324484,0.363205,0.325084,6.056095,5.963275,4.505487,4.117835,3.867503,3.551911,22.506,21.871,8.824,8.518,13.682,13.353,35.682,46.336,14.842,15.618,12.406,11.731,27.248,27.348
1976,SD,AZ,SD,Zac Gallen,R,115,25,22,17,4,1,3,11,0.171160,0.276409,0.322000,-0.011872,2,3.137000,1.303036,44.00,12.00,32.00,96.0,15.600000,16.700000,0.241031,0.207494,0.364468,0.307545,0.386763,0.320693,7.540588,4.775294,6.410725,4.806479,3.248652,3.179964,23.196000,24.049000,7.674000,6.575000,15.522,17.474,35.950000,47.956000,16.994000,17.339000,10.362000,10.100000,27.356,27.440,0.166491,0.155096,0.225418,0.222765,0.295138,0.228323,15.432000,8.266385,7.634333,5.241436,3.690462,3.501537,25.998,27.165,5.746,6.960,20.252,20.205,36.122,45.876,15.352,16.049,14.656,12.709,30.008,28.758
1977,SEA,SEA,OAK,James Kaprielian,R,89,23,20,16,5,1,2,7,0.154174,0.260161,0.365217,0.021546,2,4.637000,3.177326,30.43,8.70,21.73,81.6,14.200000,14.100000,0.232082,0.224258,0.352445,0.348245,0.400522,0.374731,6.676993,5.535997,7.475112,6.508139,5.071300,4.844017,13.886000,16.312000,8.480000,10.442000,5.406,5.870,38.722000,40.948000,16.086000,15.794000,8.560000,9.874000,24.646,25.668,0.226498,0.223512,0.303040,0.303624,0.354001,0.303031,6.604105,5.307053,3.088158,3.145317,3.671572,3.518750,19.530,20.072,7.916,7.370,11.614,12.702,35.314,46.754,14.398,14.916,12.682,11.517,27.084,26.435
1978,SF,SF,ATL,Spencer Strider,R,70,19,15,11,6,1,1,4,0.346737,0.459998,0.434211,0.140489,6,6.137000,4.013837,21.05,5.26,15.79,85.2,14.000000,14.000000,0.180461,0.180461,0.286598,0.286598,0.290570,0.290570,4.959255,4.959255,3.653063,3.653063,2.631235,2.631235,34.590000,34.590000,11.236000,11.236000,23.354,23.354,36.190000,50.670000,15.416000,15.416000,16.500000,16.500000,31.918,31.918,0.120739,0.153230,0.169532,0.225454,0.162711,0.203763,1.080000,4.860000,1.173364,2.086848,1.245985,1.715298,49.378,45.028,5.348,6.417,44.030,38.611,37.518,51.276,19.200,17.545,13.732,16.670,32.932,34.215
1979,STL,STL,MIL,Chi Chi Gonzalez,R,73,16,15,12,4,1,1,2,0.338875,0.438296,0.359375,-0.019407,3,6.137000,4.842651,12.50,6.25,6.25,62.0,10.666667,10.666667,0.325068,0.325068,0.385228,0.385228,0.403800,0.403800,7.704545,7.704545,6.258212,6.258212,3.701697,3.701697,11.993333,11.993333,2.083333,2.083333,9.910,9.910,31.796667,46.026667,19.923333,19.923333,7.946667,7.946667,27.870,27.870,0.208797,0.227344,0.343077,0.365842,0.339245,0.379727,6.213077,8.629520,5.736402,6.750303,4.521325,4.391303,21.080,22.219,13.474,12.588,7.606,9.631,40.660,42.614,17.132,16.590,9.962,11.634,27.098,28.225
1980,TB,NYY,TB,Nestor Cortes,L,63,19,19,13,6,3,0,3,0.244211,0.317579,0.476316,0.002813,3,10.752385,4.761078,15.79,0.00,15.79,89.4,17.000000,17.100000,0.197644,0.199375,0.275598,0.273544,0.322491,0.304959,3.383654,3.220950,5.282577,4.408717,4.022895,3.521771,18.586000,22.271000,4.900000,5.696000,13.686,16.575,29.362000,50.336000,17.460000,17.682000,9.958000,10.338000,27.418,28.020,0.169680,0.200902,0.238849,0.305872,0.328397,0.373858,3.529870,3.443495,3.541545,3.497643,1.969839,2.491469,32.662,25.011,6.864,11.841,25.798,13.170,36.504,48.582,19.998,19.225,10.568,10.956,30.562,30.179
1981,TEX,PHI,TEX,Kyle Gibson,R,102,24,24,19,7,2,0,4,0.285042,0.343375,0.368750,0.045723,3,5.979105,3.108990,16.67,0.00,16.67,90.0,17.400000,16.200000,0.252012,0.230340,0.335437,0.316840,0.329941,0.339778,4.752632,5.024337,4.722088,4.447833,3.539991,3.421856,17.838000,18.670000,5.662000,7.011000,12.176,11.659,35.596000,43.980000,13.170000,14.494000,12.400000,12.282000,25.570,26.775,0.172008,0.189154,0.200090,0.247240,0.207351,0.282923,0.900000,4.470000,1.852803,3.499068,2.644307,2.534304,24.914,27.205,3.244,5.410,21.670,21.795,34.192,46.980,15.972,14.763,10.888,11.941,26.858,26.703
1982,TOR,TOR,CWS,Dylan Cease,R,101,20,18,17,1,0,2,11,0.061100,0.124074,0.115000,-0.025230,0,0.313471,0.543547,55.00,10.00,45.00,105.4,16.200000,15.400000,0.148725,0.165695,0.243393,0.266697,0.259465,0.301837,2.571429,4.465714,2.195151,2.754647,2.531720,2.360876,33.162000,36.205000,14.064000,11.249000,19.098,24.956,39.740000,48.568000,15.746000,15.493000,16.170000,16.669000,31.916,32.162,0.184042,0.195870,0.273706,0.304944,0.274583,0.291109,4.050000,3.884211,2.787000,3.878447,4.547086,4.289366,22.500,20.963,7.500,11.109,15.000,9.854,35.458,49.014,20.992,18.546,11.888,10.978,32.882,29.524
1983,WSH,WSH,BAL,Jordan Lyles,R,92,28,25,20,5,0,3,4,0.264107,0.370365,0.305357,0.011840,2,3.287000,4.460391,14.29,10.71,3.58,92.0,15.200000,16.700000,0.287096,0.254110,0.402827,0.358871,0.405571,0.378499,6.308654,5.996764,4.637000,4.877756,4.404492,3.743468,14.660000,19.111000,8.606000,7.723000,6.054,11.388,40.490000,38.808000,15.024000,16.076000,9.498000,10.479000,24.522,26.556,0.187764,0.217352,0.214776,0.266557,0.202894,0.272764,2.966739,5.066422,1.274450,2.247204,2.279274,2.338919,29.356,27.169,2.886,3.140,26.470,24.029,32.374,49.626,16.858,17.539,15.096,14.002,31.956,31.542
1984,ATL,SF,ATL,Carlos Rodon,L,90,25,24,21,3,0,1,10,0.189440,0.238110,0.150000,-0.000351,1,0.708429,1.639691,40.00,4.00,36.00,96.4,18.200000,16.900000,0.195540,0.220228,0.253950,0.292533,0.231506,0.300087,1.832143,4.439968,2.130452,3.233971,2.226238,2.933145,31.656000,26.654000,6.872000,8.320000,24.784,18.334,30.416000,54.838000,16.324000,15.642000,16.542000,14.116000,32.860,29.755,0.227578,0.190951,0.395752,0.321235,0.391992,0.317523,20.775000,13.256250,12.702476,7.954262,4.448390,4.198560,22.170,25.164,11.566,9.979,10.604,15.185,33.150,49.334,25.842,21.845,13.388,12.724,39.232,34.570
1985,AZ,AZ,SD,Mike Clevinger,R,72,17,15,11,3,1,2,3,0.188176,0.325088,0.358824,-0.019745,1,6.682455,4.914865,17.65,11.76,5.89,78.4,12.400000,12.400000,0.185240,0.185240,0.292427,0.292427,0.282465,0.282465,2.307393,2.307393,4.412025,4.412025,3.329878,3.329878,27.270000,27.270000,10.448000,10.448000,16.822,16.822,37.752000,48.214000,17.512000,17.512000,10.250000,10.250000,27.758,27.758,0.241577,0.201173,0.334080,0.283689,0.366295,0.298282,4.665529,3.258901,5.731004,3.692083,3.882845,3.188435,18.452,26.676,9.238,8.497,9.214,18.179,38.594,42.554,15.004,18.045,9.628,11.009,24.632,29.056
1986,BAL,WSH,BAL,Patrick Corbin,L,83,20,19,12,7,2,1,6,0.246000,0.419787,0.530000,0.024485,3,7.387000,3.168593,30.00,5.00,25.00,93.4,14.200000,16.400000,0.289561,0.284463,0.388200,0.382718,0.472758,0.416510,9.431538,7.310769,6.271615,5.775641,3.156115,3.545495,17.794000,16.369000,4.150000,5.890000,13.644,10.479,33.822000,45.880000,15.104000,15.421000,9.678000,9.558000,24.782,24.979,0.248111,0.216674,0.362453,0.324592,0.381732,0.355338,7.530000,6.108750,6.604949,5.523752,5.064916,4.511712,15.236,17.911,8.092,8.099,7.144,9.812,37.204,41.882,16.022,17.493,10.206,10.544,26.226,28.037
1987,BOS,DET,BOS,Tarik Skubal,L,99,23,19,14,6,1,3,5,0.283000,0.425358,0.458696,0.086706,6,5.708429,3.760850,21.74,13.04,8.70,94.0,16.000000,16.900000,0.224720,0.212935,0.315526,0.283628,0.365588,0.304733,7.016494,4.211608,4.296481,3.266845,3.201973,2.620263,24.830000,27.883000,7.250000,6.147000,17.580,21.736,33.442000,49.764000,15.310000,16.713000,15.050000,14.071000,30.360,30.784,0.188110,0.144086,0.274129,0.244555,0.306592,0.246066,2.185714,4.215584,3.679857,4.236307,2.956702,3.702426,24.430,24.832,10.344,11.462,14.086,13.370,35.418,48.200,14.410,14.865,15.086,16.575,29.498,31.443
1988,CHC,CHC,PIT,Jerad Eickhoff,R,83,27,22,13,10,2,1,4,0.271222,0.427162,0.570370,0.193615,10,10.060077,5.564424,14.81,3.70,11.11,83.0,13.000000,13.000000,0.271222,0.271222,0.427162,0.427162,0.570370,0.570370,20.769231,20.769231,10.060077,10.060077,5.564424,5.564424,14.810000,14.810000,3.700000,3.700000,11.110,11.110,37.350000,39.760000,12.050000,12.050000,12.050000,12.050000,24.100,24.100,0.195955,0.189562,0.308604,0.292711,0.329842,0.293497,9.171000,5.848772,4.666333,4.431707,2.688504,3.153548,37.540,29.034,8.548,9.002,28.992,20.032,33.946,52.286,15.934,14.154,17.204,16.995,33.138,31.151
1989,CIN,LAD,CIN,Tyler Anderson,L,81,21,18,15,5,1,1,2,0.190476,0.292331,0.383333,0.006776,4,6.137000,4.840767,9.52,4.76,4.76,87.800000,16.600000,17.400000,0.177353,0.201566,0.252741,0.270334,0.288726,0.308934,2.640000,3.187500,3.414941,3.586804,3.649720,3.278255,19.046000,21.082000,6.946000,4.449000,12.100,16.633000,32.140000,49.774,16.990000,16.173000,11.466000,13.554000,28.456000,29.728000,0.128838,0.113028,0.265469,0.226802,0.216667,0.209897,3.600000,3.074026,3.577000,3.065117,3.112165,2.712802,46.284,43.774,13.974,12.401,32.310,31.373,40.184,48.998,13.676,14.596,19.070,21.260,32.746,35.855
1990,CLE,CLE,MIN,Sonny Gray,R,85,20,20,12,8,1,0,4,0.212950,0.216250,0.467500,0.025448,3,4.387000,2.766709,20.00,0.00,20.00,81.800000,16.800000,14.222222,0.222569,0.199664,0.233220,0.276351,0.234051,0.277105,1.950000,3.173443,2.061286,3.743166,2.375453,2.724729,23.002000,26.007778,0.770000,6.724444,22.232,19.283333,33.090000,46.848,21.324000,20.656667,9.078000,9.978889,30.402000,30.636667,0.169914,0.229376,0.249942,0.373405,0.211370,0.349188,2.088000,9.094000,2.794000,6.213480,2.649839,3.614987,31.886,26.628,7.334,6.106,24.552,20.522,37.370,48.664,16.622,16.367,13.978,15.323,30.600,31.688
1991,COL,COL,MIA,Pablo Lopez,R,107,27,22,21,4,0,3,6,0.157593,0.259268,0.250000,-0.042171,1,2.708429,3.825943,22.22,11.11,11.11,93.800000,17.000000,17.400000,0.217162,0.222233,0.329741,0.317858,0.322200,0.327905,2.431353,3.529962,4.269005,4.126812,3.628825,3.335514,22.496000,24.603000,10.106000,8.525000,12.390,16.078000,36.740000,46.038,13.142000,14.253000,13.582000,15.058000,26.724000,29.310000,0.128883,0.150911,0.205491,0.230789,0.236534,0.298338,2.571429,5.475000,5.314143,5.472595,2.604544,2.265439,31.828,38.382,9.000,8.493,22.828,29.889,36.090,47.370,17.418,18.815,12.800,13.204,30.216,32.019
1992,CWS,TOR,CWS,Ross Stripling,R,87,22,20,18,5,0,1,5,0.210045,0.241125,0.236364,-0.044685,1,1.970333,2.622217,22.73,4.55,18.18,72.800000,14.800000,14.125000,0.255065,0.254830,0.296428,0.287994,0.224078,0.228100,2.181818,2.432386,2.827000,2.374500,2.926074,2.583095,18.158000,19.791250,3.132000,2.652500,15.026,17.138750,30.764000,48.916,14.670000,16.133750,11.612000,12.230000,26.282000,28.363750,0.201527,0.215919,0.284940,0.280230,0.349546,0.310742,5.640500,4.423033,5.604968,3.991984,3.000726,3.117923,25.922,24.162,7.716,6.484,18.206,17.678,33.660,48.996,19.314,16.721,13.078,11.987,32.396,28.711
1993,DET,DET,BOS,Michael Wacha,R,98,25,23,18,5,1,2,7,0.264520,0.357620,0.294000,0.021566,2,3.970333,2.238256,28.00,8.00,20.00,90.800000,18.000000,16.600000,0.274945,0.259004,0.342400,0.343105,0.278986,0.295201,3.055147,3.470573,3.766902,4.487206,2.748039,3.222616,19.642000,17.023000,4.034000,6.378000,15.608,10.645000,34.506000,45.448,14.588000,14.169000,10.602000,9.442000,25.190000,23.611000,0.223512,0.193788,0.282385,0.247430,0.383295,0.317524,5.587013,3.726072,4.165247,3.812176,2.173046,2.161733,31.244,30.247,2.550,2.942,28.694,27.305,30.512,50.590,15.896,15.088,15.364,14.804,31.256,29.891
1994,HOU,NYM,HOU,Carlos Carrasco,R,53,15,11,7,4,3,2,2,0.261333,0.592713,0.623333,0.070201,5,21.994143,9.191159,13.33,13.33,0.00,85.600000,14.800000,15.700000,0.212804,0.232100,0.350975,0.324656,0.418336,0.382382,6.758276,6.678098,7.448631,5.202017,3.732982,3.438312,25.620000,22.474000,9.264000,5.987000,16.356,16.487000,34.866000,47.954,16.324000,15.264000,14.670000,13.037000,30.994000,28.301000,0.195983,0.194115,0.289717,0.297147,0.298253,0.280686,8.866169,6.220584,4.401675,5.934615,4.333106,3.941862,23.008,21.819,10.150,8.711,12.858,13.108,34.836,48.702,14.796,13.694,14.402,14.035,29.196,27.729
1995,KC,KC,LAA,Shohei Ohtani,R,108,26,25,24,2,0,1,13,0.109115,0.130952,0.096154,-0.030408,0,0.262000,0.587942,50.00,3.85,46.15,93.800000,18.000000,18.100000,0.204560,0.199305,0.280997,0.265525,0.302188,0.266130,3.557143,2.588571,5.023905,3.657119,2.671649,2.531758,30.014000,31.806000,5.968000,5.638000,24.046,26.168000,35.906000,48.102,15.776000,16.827000,12.584000,15.297000,28.360000,32.125000,0.218814,0.206091,0.322318,0.280289,0.322941,0.268201,6.446617,6.207519,4.289882,3.034494,2.966774,3.062564,24.332,26.501,9.448,7.788,14.884,18.713,30.936,52.016,16.958,17.549,14.404,13.633,31.362,31.181
1996,LAA,KC,LAA,Daniel Lynch IV,L,90,19,15,12,3,0,4,5,0.127263,0.309630,0.289474,-0.017616,0,3.637000,4.614826,26.32,21.05,5.27,89.800000,14.200000,14.000000,0.224819,0.221810,0.322127,0.322842,0.376891,0.350606,6.405882,5.798623,4.812882,4.206532,3.265711,3.701120,25.696000,22.619000,9.484000,10.886000,16.212,11.733000,35.726000,47.894,12.372000,12.109000,14.418000,13.820000,26.792000,25.930000,0.259547,0.249891,0.366480,0.365497,0.374288,0.375019,5.730000,6.575143,5.412000,4.915357,4.411805,4.176174,13.604,17.738,5.930,8.699,7.674,9.039,35.690,42.448,15.904,15.173,8.974,10.459,24.878,25.632
1997,LAD,LAD,CIN,Luis Castillo,R,103,25,19,15,5,0,3,6,0.189120,0.327466,0.334000,0.060980,4,3.737000,4.519260,24.00,12.00,12.00,105.200000,18.200000,17.111111,0.196241,0.205185,0.294503,0.293535,0.279274,0.290898,4.232481,4.084712,3.500860,3.487292,3.493258,3.185360,24.918000,23.346667,10.122000,8.430000,14.796,14.916667,37.516000,46.628,16.256000,16.487778,14.388000,12.257778,30.644000,28.743333,0.247269,0.210132,0.309264,0.294269,0.318571,0.275625,8.100000,5.426471,7.187000,5.067882,3.873695,3.917398,13.572,20.299,5.358,5.179,8.214,15.120,32.362,43.000,18.970,18.277,6.826,10.017,25.800,28.294
1998,MIA,COL,MIA,Chad Kuhl,R,92,22,20,14,6,1,2,3,0.210000,0.313704,0.390909,0.045194,4,5.922714,5.092651,13.64,9.09,4.55,95.200000,15.200000,15.200000,0.236609,0.251386,0.325362,0.347136,0.385809,0.384437,5.441278,6.163821,4.587301,4.944272,4.190370,4.193556,16.956000,15.890000,9.232000,9.212000,7.724,6.678000,36.990000,43.466,14.740000,16.062000,11.124000,10.311000,25.866000,26.374000,0.183732,0.199152,0.297538,0.305265,0.317004,0.306475,4.941175,4.695976,4.569039,4.106297,3.412674,3.070207,25.194,26.423,11.190,9.805,14.004,16.618,38.620,45.162,15.982,17.162,11.488,11.856,27.470,29.017
1999,MIL,STL,MIL,Adam Wainwright,R,101,22,21,14,7,2,1,7,0.254091,0.357670,0.465909,0.065370,4,6.351286,2.176751,31.82,4.55,27.27,100.800000,18.600000,18.600000,0.255052,0.227142,0.319697,0.305871,0.320645,0.298947,3.788120,3.492632,3.000459,3.789682,2.725878,3.551251,23.730000,18.352000,4.588000,7.077000,19.142,11.275000,35.270000,45.830,20.836000,21.161000,8.578000,7.527000,29.412000,28.687000,0.238008,0.185706,0.259371,0.261401,0.305498,0.348535,1.350000,3.000000,1.842263,2.417702,2.701475,2.463592,19.474,23.356,0.834,9.917,18.640,13.439,27.030,47.606,19.172,21.074,7.796,8.287,26.968,29.361
2000,MIN,CLE,MIN,Triston McKenzie,R,77,22,20,13,9,3,1,5,0.351091,0.542761,0.597727,0.086168,6,10.521615,3.627701,22.73,4.55,18.18,88.600000,18.600000,18.700000,0.233071,0.225457,0.353645,0.325994,0.366249,0.309915,5.147587,4.060873,6.514751,5.127921,3.525168,3.625415,21.740000,21.339000,6.154000,5.615000,15.586,15.724000,34.360000,44.358,11.104000,13.227000,14.282000,13.189000,25.390000,26.417000,0.195438,0.221638,0.262710,0.325137,0.232631,0.317723,2.639000,6.041645,3.060556,4.475567,3.392211,3.986348,23.558,21.098,8.316,10.135,15.242,10.963,34.426,49.900,18.292,17.206,11.914,11.058,30.206,28.264
2001,NYM,NYM,HOU,Luis Garcia,R,83,21,19,15,6,0,1,5,0.321952,0.346416,0.323810,0.018819,2,1.737000,2.519260,23.81,4.76,19.05,87.800000,17.000000,16.900000,0.247495,0.221889,0.305373,0.305803,0.298170,0.316234,3.795824,4.156828,4.163960,4.142837,2.649778,2.959352,26.344000,26.452000,4.592000,6.690000,21.752,19.762000,33.966000,47.838,12.996000,13.782000,17.826000,15.915000,30.824000,29.699000,0.169519,0.195794,0.223329,0.272332,0.249225,0.286083,5.717647,6.069111,6.979017,6.435520,4.492344,4.362539,11.034,11.909,5.152,6.293,5.882,5.616,27.590,40.652,13.188,15.384,3.872,3.423,17.062,18.807
2002,NYY,NYY,TB,Shane Baz,R,78,20,18,14,4,1,2,6,0.162050,0.242324,0.305000,0.031376,1,4.637000,2.689422,30.00,10.00,20.00,67.333333,12.666667,12.666667,0.226215,0.226215,0.386947,0.386947,0.320516,0.320516,8.142857,8.142857,6.025889,6.025889,4.006776,4.006776,26.666667,26.666667,11.666667,11.666667,15.000,15.000000,40.803333,43.500,15.656667,15.656667,13.886667,13.886667,29.543333,29.543333,0.204002,0.210829,0.277096,0.302066,0.270127,0.304893,5.827692,5.621921,3.599393,4.229211,3.282266,3.668605,19.130,18.434,4.994,7.296,14.136,11.138,32.386,47.584,19.714,18.644,9.318,9.727,29.032,28.372
2003,OAK,SEA,OAK,George Kirby,R,95,23,21,17,5,0,1,6,0.250739,0.298815,0.226087,-0.050151,0,1.548765,3.389377,26.09,4.35,21.74,94.400000,17.200000,15.888889,0.225590,0.228840,0.297892,0.299929,0.287600,0.319571,3.000000,4.166667,4.126020,3.845279,2.953786,2.936648,23.060000,23.005556,3.410000,3.072222,19.650,19.933333,32.188000,49.770,16.296000,15.910000,11.810000,12.016667,28.106000,27.927778,0.225223,0.253955,0.265776,0.314693,0.275433,0.265235,2.178247,2.044403,3.149698,3.115261,2.407447,2.945320,24.410,20.149,1.920,3.525,22.490,16.624,30.200,51.552,15.764,15.242,15.010,12.697,30.772,27.939
2004,PHI,PHI,TEX,Jon Gray,R,102,23,22,18,4,1,1,5,0.334609,0.422119,0.265217,-0.002427,2,4.137000,2.839512,21.74,4.35,17.39,98.400000,18.800000,16.600000,0.199256,0.210548,0.291049,0.304463,0.252477,0.282157,2.670000,3.890294,3.393667,3.405665,2.581537,2.949389,31.082000,26.571000,7.370000,7.802000,23.712,18.769000,32.170000,52.348,19.116000,17.738000,13.942000,12.904000,33.054000,30.642000,0.187741,0.159037,0.285329,0.265668,0.352151,0.253516,10.371429,6.535714,2.842128,3.689564,2.513984,3.799848,27.414,20.969,6.384,11.228,21.030,9.741,29.510,51.040,12.998,12.378,17.212,13.640,30.210,26.018
2005,PIT,CHC,PIT,Keegan Thompson,R,93,24,23,19,4,1,1,7,0.144375,0.192948,0.291667,-0.007650,1,3.452789,2.841164,29.17,4.17,25.00,72.200000,12.800000,13.125000,0.189486,0.211999,0.343162,0.343737,0.424432,0.399357,18.659211,12.465578,8.679325,7.240239,8.722073,6.956006,17.874000,17.307500,13.176000,10.248750,4.698,7.058750,39.130000,42.776,17.504000,17.100000,8.898000,9.418750,26.402000,26.518750,0.208750,0.197792,0.269888,0.281075,0.302333,0.329228,2.160000,3.598316,4.323667,4.489652,3.756288,4.280695,17.500,17.707,3.500,6.111,14.000,11.596,29.824,49.438,15.378,14.771,15.546,13.154,30.920,27.923
2006,SD,AZ,SD,Madison Bumgarner,L,85,22,21,13,9,0,0,5,0.315909,0.341782,0.472727,0.091379,6,1.521615,2.424224,22.73,0.00,22.73,98.000000,15.600000,15.200000,0.268017,0.260198,0.347086,0.367584,0.419414,0.390681,6.315165,6.205986,3.987256,5.901792,3.640715,4.276754,17.890000,15.309000,5.562000,4.837000,12.328,10.472000,37.480000,43.116,14.958000,15.950000,8.784000,9.413000,23.746000,25.365000,0.270905,0.237374,0.355621,0.344938,0.362094,0.373139,4.528823,6.699639,4.008518,4.636016,2.668887,3.372854,26.950,24.649,5.492,9.074,21.458,15.575,33.836,48.930,16.318,15.490,11.592,11.526,27.910,27.015
2007,SEA,SEA,OAK,Paul Blackburn,R,92,24,21,12,10,2,2,4,0.361458,0.498020,0.583333,0.060271,5,9.137000,3.940767,16.67,8.33,8.34,91.000000,16.600000,16.000000,0.257747,0.238107,0.325892,0.308526,0.373935,0.342917,5.631136,3.876282,4.734500,4.072536,3.518246,3.464186,15.174000,16.970000,5.156000,6.950000,10.018,10.020000,36.118000,42.016,19.492000,18.199000,9.318000,10.389000,28.810000,28.590000,0.256275,0.234770,0.311401,0.295645,0.252849,0.252919,2.880000,2.340000,3.145571,3.210810,2.582755,2.586097,25.296,26.521,5.800,6.569,19.496,19.952,26.580,48.450,25.866,22.082,7.430,11.584,33.298,33.667
2008,SF,SF,ATL,Charlie Morton,R,105,26,26,21,3,2,0,11,0.170923,0.219115,0.257692,0.015504,2,3.708429,0.552900,42.31,0.00,42.31,93.800000,17.600000,16.700000,0.181099,0.197781,0.281527,0.299704,0.308766,0.313861,3.985055,4.298777,4.153557,3.979028,2.174392,2.934054,35.262000,29.310000,5.522000,6.660000,29.740,22.650000,35.658000,50.098,19.144000,18.241000,16.010000,13.553000,35.150000,31.792000,0.203872,0.239490,0.266564,0.333489,0.294575,0.380671,4.249286,8.842030,2.058286,5.485378,1.499830,3.224524,36.188,24.052,5.066,5.269,31.122,18.783,37.138,47.740,18.426,17.747,16.474,12.474,34.898,30.219
2009,STL,STL,MIL,Eric Lauer,L,97,24,22,18,6,2,1,5,0.242958,0.321531,0.360417,0.047272,5,6.303667,3.056806,20.83,4.17,16.66,95.200000,16.600000,17.300000,0.237848,0.224805,0.357135,0.330800,0.394990,0.338232,7.719474,5.352519,7.247702,5.796373,4.041940,3.517408,18.380000,22.439000,9.050000,7.953000,9.330,14.486000,34.304000,46.872,17.440000,16.488000,10.550000,12.453000,27.992000,28.942000,0.224141,0.238190,0.290248,0.362967,0.316593,0.386660,4.870783,12.785392,3.099458,3.454896,2.638180,3.863103,27.218,24.706,6.574,10.122,20.644,14.584,36.566,47.490,17.140,17.689,12.004,11.814,29.140,29.500
2010,TB,NYY,TB,Jordan Montgomery,L,81,27,23,16,9,2,2,2,0.285000,0.364092,0.446296,0.031456,4,8.387000,4.489826,7.41,7.41,0.00,89.400000,18.800000,17.200000,0.262658,0.266827,0.323157,0.317999,0.277529,0.294993,2.788421,3.168419,4.305947,4.140433,3.271217,3.064380,16.520000,18.541000,3.956000,3.407000,12.564,15.134000,36.472000,41.474,16.630000,16.413000,14.120000,15.420000,30.752000,31.833000,0.204249,0.192197,0.337278,0.326396,0.379807,0.356736,7.874176,6.527060,5.601011,4.896707,4.979771,4.439455,17.282,21.349,13.672,14.897,3.610,6.452,42.658,40.028,14.842,14.910,9.612,11.496,24.450,26.404
2011,TEX,PHI,TEX,Zack Wheeler,R,99,23,19,12,7,0,3,8,0.184609,0.281532,0.450000,0.100909,4,1.387000,1.712942,34.78,13.04,21.74,92.000000,16.000000,17.300000,0.196799,0.191355,0.268394,0.251983,0.296454,0.272543,3.903297,2.742109,2.040846,1.872300,2.134332,2.097274,30.010000,31.326000,6.090000,5.715000,23.920,25.611000,34.526000,50.122,17.826000,17.313000,11.314000,14.159000,29.140000,31.472000,0.114486,0.147866,0.155191,0.197060,0.136677,0.187236,1.200000,2.513346,1.906697,2.163860,1.460072,1.837836,41.662,39.279,0.000,1.074,41.662,38.205,28.524,54.576,20.042,18.961,20.210,19.429,40.254,38.390
2012,TOR,TOR,CWS,Lucas Giolito,R,95,26,25,15,11,2,1,3,0.339462,0.439144,0.532692,0.046446,7,7.737000,4.883781,11.54,3.85,7.69,94.000000,15.400000,16.300000,0.265788,0.248012,0.395250,0.360054,0.473350,0.402236,9.574286,6.434149,7.129381,5.729479,4.135300,3.407155,20.262000,25.607000,8.818000,8.193000,11.444,17.414000,38.278000,42.826,14.446000,16.980000,13.190000,13.673000,27.634000,30.652000,0.254111,0.273039,0.325883,0.343378,0.367584,0.370950,4.404689,6.347540,4.311752,4.512246,3.379161,3.535221,19.672,20.766,4.088,5.749,15.584,15.017,34.594,46.336,15.020,14.143,14.010,14.226,29.034,28.371
